Bedrooms,Building_exp,Comment,Cook_Replaced,Cooling,Cooling_Rooms,Cost_Cooling,Cost_DP,Cost_Door,Cost_Emitters,Cost_HP,Cost_Install,Cost_LI,Cost_TS,Cost_WI,Cost_Window,Date_Contact,Date_Installation,Date_Survey,Delivery_Contractor,Elec_currentuse,EmployStatus,EmployType,EstCost_Ancillary,EstCost_Etariff,EstCost_Gtariff,EstCost_Running,EstCost_System,Existing_Cooking,Existing_Fires,Financial_exp,Fires_replaced,Floor_Height,Floor_Type,Future_exp,GSHP_Space,Gas_currentuse,Gas_disconnect,Glazed_Type,HP_Aesthetic,HP_Awareness,HP_Brand,HP_Control_Zones,HP_Installed,HP_Installed_Detail,HP_Model,HP_NoRec_R1,HP_NoRec_R2,HP_Noise,HP_Recommend,HP_Refrigerant,HP_Size_kW,Habitable_Rooms,Heat_Primary_Source,Heat_Secondary_Source,Heated_rooms,HouseIncome,House_Age,House_Env,House_Form,House_SAP,House_Type,Install_time_HP,Install_time_measures,MCS_DHWAnnual,MCS_Flow_Temp,MCS_Hloss,MCS_Immersion,MCS_SCOP,MCS_SHAnnual,MCS_SHLoad,Main_Fuel,Mains_Gas_Flag,Measures_DP,Measures_Doors,Measures_Fanassist,Measures_Loft,Measures_Recommend,Measures_WI,Measures_Windows,Measures_emitters_LT,Measures_emitters_Std,Name_Install,Name_Survey,No_Adults,No_Child,No_Storeys,No_Underfloor,Other_exp,Outside_Access,Outside_Space,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Participant_Age,Planned_exp,Postcode_1,Property_ID,Reason_Building,Reason_Financial,Reason_Future,Reason_Other,Reason_Planned,Reason_Replacement,Reason_Research,Reason_Sustainability,Reason_Technology,Reason_Upgrade,Replacement_exp,Research_exp,Roof_Type,Social_Group,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,Sustainability_exp,TS_Existing,TS_Existing_Size,TS_PCM_Size,TS_Type,TS_Water_Size,Technology_exp,Tenure,Tenure_Length,Total_Floor_Area,Upgrade_exp,Wall_Type,usmart_id
3,null,,0,No,0,0,0,0,588.74,5564.44,3279.33,0,1498.59,0,0,2020-07-22T00:00:00.000Z,11/01/2021,21/10/2020,OVO,null,Working Full time (>30hrs),Manager,null,14,5,952.49,11615,0,0,null,0,2.3,Suspended,see above,null,null,No,Double,None,4,Daikin,1,ASHP,null,EDLQ07CV3,null,null,None,ASHP,R410A,7,4,Electric - Direct,Electric - Direct,3,"50,001+",2001+,Rural,Detached,null,House,5,3,4745,45,64.03,1839.15,3.57,14293.39,5.9,Electricity,No,No,0,0,No,Heat Emitters,None,0,0,3,Northern Gas,Retrofitworks,2,2,1,0,"I run this company ( https://heata.co/ ) and we are looking at how it might interacts with suitable companion products, such as heat pumps. I realise this is not the appropriate forum for an introduction, but I thought Id fill in the form anyhow as it might be a simple way of testing related tech.",Yes,Yes - Ground Loop,Yes,null,null,46,null,GU7,EOH2315,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,null,null,Pitched,C1,Yes,No,Yes,Yes,null,None,null,null,Water_New,200,null,Owner-Occupied,10,94.37,see above,Cavity_Insulated,"HNdOh4sBzMQ3QDDNc1su"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-22T00:00:00.000Z,null,23/10/2020,OVO,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",Pre 1919,null,null,null,House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,No,Social_Perception,null,57,null,TN21,EOH1683,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,14,null,null,null,"HddOh4sBzMQ3QDDNc1su"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-23T00:00:00.000Z,null,23/02/2021,OVO,null,Retired,Pensioner,null,null,null,null,null,1,0,"This an obvious attraction and interest to me, as the technical enablers to reduce carbon fuel dependency, such as heat pumps, batteries, intelligent switches linked to variable tariffs etc.  are still costly and difficult to cost justify the up front costs as a retro-fit option.",null,2.4,Suspended,My current system is dated and since the solar panels were installed there have been many developments which will exploit the power they generate for both domestic and transport fuel.,null,null,null,Double,null,3,null,null,null,null,null,Programme_TargetMet,null,null,None - Installation not recommended,null,null,10,Gas Boiler - Standard,None,10,"0 - 12,500",1945-1964,Rural,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,2,0,2,0,null,No,No,null,null,null,59,"I would like to move to look into using a heat pump, though dont currently have funds to do so.",HP23,EOH2027,No,Yes,Yes,null,No,No,Yes,Yes,Yes,Yes,"Not immediately planning a change, though will review options and costs when that time comes.",Happy to provide ongoing feedback and monitoring.,Pitched,DE,null,null,null,null,I am keen to maximise the use of the solar power generated with modern integrated technology and reduce the environmental burden and cost of fossil fuel.,Water,130,null,null,null,I have always been an early adopter of technology and see the benefits of coupling low energy systems to smart metered supply.,Owner-Occupied,23,206.7,A solar/battery/heat pump heating and HW solution could greatly reduce current energy costs,Cavity_Insulated,"K9dOh4sBzMQ3QDDNc1su"
2,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-26T00:00:00.000Z,null,16/12/2020,OVO,null,Working Part time,Manager,null,null,null,null,null,0,0,I am on a modest income and dont have spare money to afford  improvements to the insulation/ heating of my home.,null,2.37,Solid,I would like my home to be better insulated and cheaper to run as well as being much more environmentally friendly. Yet I dont know where to start,null,null,null,Double,null,3,null,null,null,null,null,Practical_SpaceExternal,null,null,None - Installation not recommended,null,null,5,Electric - Storage,None,5,"12,501 - 16,200",1945-1964,Suburban,Flat,null,Flat,null,null,null,null,null,null,null,null,null,Electricity,No,null,null,null,null,null,null,null,null,null,null,Retrofitworks,1,1,1,0,environmental concerns and wanting to up grade my heating to lower CO2 impact,No,No,null,null,null,52,I dont have the funds to do this at the moment,BN3,EOH2415,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,null,I would like to contribute to furthering and developing environmentally friendly home improvements for existing homes as I think this will make a big impact on global warming in the future,Pitched,C1,null,null,null,null,I am very concerned about the environment and the impact of traditional heating systems on global warming/ pollution.,Water,150,null,null,null,I am aware of heat pumps/ air exchange systems and solar and would like to know more and incorporate them into my home,Owner-Occupied,2,49,My heating is solely electric so is expensive to run to keep my home warm enough in colder weather.,Cavity_Insulated,"PddOh4sBzMQ3QDDNc1su"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-26T00:00:00.000Z,null,null,OVO,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,MK5,EOH1510,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,5,null,null,null,"StdOh4sBzMQ3QDDNc1su"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-31T00:00:00.000Z,null,26/10/2020,OVO,null,Retired,Pensioner,null,14,null,1512.56,null,1,1,null,null,2.45,Solid,This seems very sensible,null,null,null,Double,null,3,null,null,null,null,null,Practical_SpaceExternal,null,null,None - Installation not recommended,null,null,7,Gas Boiler - Standard,Electric - Direct,7,"40,001 - 50,000",1919-1944,Suburban,Detached,null,House,null,null,4745,null,90.42,1882.94,null,30510.1,10.44,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,3,0,2,1,null,No,No,null,null,null,70,null,GU48,EOH1280,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,null,null,Pitched,DE,No,No,No,No,null,None,null,null,null,null,null,Owner-Occupied,27,144.86,We have no pressing need to update but this could be an opportunity,Cavity_Insulated,"gNdOh4sBzMQ3QDDNc1su"
5,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-08T00:00:00.000Z,null,13/10/2020,OVO,null,Working Full time (>30hrs),Manager,29000,null,null,null,11000,1,1,null,null,2.6,Suspended,null,null,null,null,Single,null,3,null,null,null,null,null,Economic_MeasuresCosts,null,null,None - Installation not recommended,null,null,12,Gas Boiler - Standard,Fire - Wood,12,"50,001+",1919-1944,Suburban,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,Loft Insulation; Wall insulation; Window replacement; Draft Proofing,null,null,null,null,null,Retrofitworks,2,1,2,0,null,No,No,null,null,null,37,null,KT8,EOH1813,Yes,Yes,Yes,null,Yes,Yes,Yes,Yes,Yes,Yes,null,null,Pitched,C1,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,null,207.79,null,Solid_No_insulation,"l9dOh4sBzMQ3QDDNc1su"
2,Ideally I would like to put a room in the loft and create a warm roof.  The property roof does require redoing as it has not been renewed since the house was built in 1904.  I would also like to put in underfloor insulation and additional internal insulation on some walls.,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-19T00:00:00.000Z,null,22/08/2020,OVO,null,Working Part time,Skilled Manual Worker,null,null,null,null,null,1,0,"The RHI for these systems is very generous, however, people do need to have  a considerable sum of money or borrow the money upfront to be able to afford  these alternatives to gas.  Anyone who receives this free system is very fortunate.",null,null,null,At some stage I may leave this house and I would like it to have as low carbon impact as possible as there is no guarantee that any future owner will be as concerned as I am about climate change.,null,null,null,Double,null,3,null,null,null,null,null,Programme_TargetMet,null,null,None - Installation not recommended,null,null,6,Gas Boiler - Standard,None,6,"0 - 12,500",Pre 1919,Suburban,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,null,null,2,0,null,No,No,null,null,null,65,I have done research on ASHP  for myself and my mother and have had quotations from one company who manufacture their own ASHPs in the UK.  Another Uk company has a an A*** ASHP that uses the latest and lowest GWP refrigerant R32.  This is probably the one I would like my mother to have fitted.,GU27,EOH1621,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"The gas boiler is an old model probably installed in the early 2000s  However, it was only commissioned last year and has had little use.  My family and i used our woodburner and backup modern secondary burn paraffin stoves. The heating system  needs replacing as it contributes to climate change.",If This research informs the government to speed up their commitments to tackle climate change then I am very keen to participate.,Pitched,C2,null,null,null,null,null,null,null,null,null,null,"Im not sure that I am intrigued particularly in the technology.  Is it not similar to refrigeration systems and air conditioning systems that have been employed for a long time.  I am concerned about the environmental impact of everything and nothing has zero impact or zero potential harm.  However,  we have so little time to slow the rate of climate change so we must make massive reductions of our dependence on fossil fuels.  ASHP combined with renewable energy is  one way to go",Owner-Occupied,20,91,"As I have said earlier I was thinking of plumbing in a wood burning boiler.  However, I realised that although that is a greener option it is not suitable for most people . It is not convenient, it is time consuming and doe does not provide instant heat and the gas boiler would still be used.  I have decided against that and have been looking into the alternatives for my own house and my mothers.  I have researched  and sort advice on biomass boilers and heat pumps. I was concerned about ASHP initially because of some of the low performance people have experienced.  However, I believe that many of these problems are associated with poor design and installation.  I am satisfied that air to water ASHPs are an effective alternative to gas.",null,"s9dOh4sBzMQ3QDDNc1su"
3,I do not have any immediate plans to undertake work to the property at this time.,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-09-14T00:00:00.000Z,null,22/02/2021,OVO,null,Working Full time (>30hrs),Professional,null,null,null,null,null,0,0,"Clearly not having to fund this project would be an advantage, but the main driver for doing so is to demonstrate its effectiveness to others, so that they are encouraged to take the switch.",null,2.4,Solid,I believe that heat pumps and SunAmp batteries give a very efficient way to heat a home and provide hot water without burning fossil fuels.,null,null,null,Double,null,4,null,null,null,null,null,Practical_SpaceInternal,null,null,None - Installation not recommended,null,null,6,Gas Boiler - Standard,None,6,Prefer not to say,2001+,Suburban,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,2,2,3,0,null,No,No,null,null,null,42,I am investigating the possibilities of a heat pump but at this time I am finding that the costs are quite prohibitive. This is an excellent way of helping my family and wider society.,SO22,EOH2670,No,Yes,Yes,null,No,Yes,Yes,Yes,Yes,Yes,At some point I will need to replace my gas boiler and I would like to avoid using the same outdated technology which kills the planet.,"For reasons given above, I believe that the more people can see that this is an efficient and low cost way of heating a home, the more they will be keen to interact with this technology.",Pitched,AB,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,I am keen to reduce the environmental impact of my home - and to make it more carbon neutral. This is important to my family and my children.,Water,100,null,null,null,Heat pumps and Sun Amp are such good and established methods of heating a home from renewable sources that I am really keen on taking advantage of this as soon as is practicable for my family.,Owner-Occupied,6,110.96,THis is definitely the next project to do in advance of replacing our gas boiler. I would like to support any research that allows others to take advantage of this technology cheaply. WE need to convert existing housing stock rapidly.,Cavity_Insulated,"0tdOh4sBzMQ3QDDNc1su"
5,null,,0,No,0,0,0,0,333.2,7144.48,3684.72,0,1120,0,0,2020-09-17T00:00:00.000Z,01/06/2021,24/03/2021,OVO,null,Working Full time (>30hrs),Manager,476,15,null,1130.4,13301,1,0,A major upgrade for free is huge incentive. In a few years all new homes will have similar systems as standard.,0,2.35,Solid,Always looking at new tech and ways to save money. In addition these systems have a long life span and low maintence requirements.,null,null,No,Double,None,4,Daikin,1,HT_ASHP,null,EPRA14DV3,null,null,None,ASHP,R32,14,8,Gas Boiler - Standard,None,8,"50,001+",1991-2000,Suburban,Detached,null,House,5,0,4585,65,57.87,163,2.9,16038,7.79,Gas,Yes,No,0,0,No,Heat Emitters,None,0,0,1,Reina Group,Retrofitworks,2,2,2,0,null,Yes,No,Yes,null,null,53,null,CT18,EOH2714,No,Yes,Yes,null,No,No,Yes,Yes,Yes,No,null,I was the first person in my company to drive a hybrid and now a Tesla. Each time feed back has been given to develop the process for other people to adopt it in my company.,Pitched,AB,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,null,Water,120,null,Water_New,300,I have had Hive and Alexa since they became available. I also have a Tesla as I beleive all cars will be electric in the near future.,Owner-Occupied,23,138,null,Cavity_Insulated,"3ddOh4sBzMQ3QDDNc1su"
4,I am planning on replacing my boiler in the next few years so it would be good to look at this option,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-09-30T00:00:00.000Z,null,09/12/2020,OVO,4779,Working Full time (>30hrs),Manager,null,null,null,null,null,1,0,"As a single Mum, any free work would be beneficial.  My daughter is in university and my son is autistic. They are likely to inherit the family home, so future proof work would be useful for their future on the planet, as well as setting a good example for them both.",null,2.51,Suspended,"Renewable energy is sustainable in the future, whereas fossil fuels are not. So adopting green solutions is a good plan",null,24428,null,Double,null,2,null,null,null,null,null,null,null,null,null,null,null,5,Gas Boiler - Standard,None,5,"40,001 - 50,000",Pre 1919,Suburban,Semi-Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,3,0,2,0,null,No,No,No,Other,null,56,null,TN6,EOH1015,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"I need to change my boiler in the next couple of years, so looking at options now would be good.",null,Pitched,C1,null,null,null,null,null,Water,170,null,null,null,"I am interested in reducing my carbon footprint. If technology can be a part of this, then Im in favour of giving it a go.",Owner-Occupied,25,93.41,"I am currently looking at ways to replace my boiler. So it would be good to look at other options, especially green solutions that fit in with my desire to reduce my carbon footprint",Solid_No_insulation,"7NdOh4sBzMQ3QDDNc1su"
4,The property will be undergoing a re-wire and plumbing and then decorating,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-10-03T00:00:00.000Z,null,04/01/2021,OVO,null,Working Full time (>30hrs),Professional,null,null,null,null,null,1,0,We have a lot of works planning and any help with a free of charge low carbon system would be exciting.,null,null,null,I am excited of the future low carbon technologies,null,null,null,Double,null,5,null,null,null,null,null,Other,null,null,None - Installation not recommended,null,null,6,Gas Boiler - Combi,None,9,Prefer not to say,1945-1964,Suburban,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,null,3,0,2,0,We have lots of renovation works planned and this would be a fantastic opportunity,No,No,null,null,null,32,Interested in heat pump systems in combination with MVHR systems,GU16,EOH0133,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Boiler system requires upgrading,I am happy to share energy data,Pitched,AB,null,null,null,null,null,null,null,null,null,null,Happy to test new technologies,Owner-Occupied,null,138,The heating systems requires replacing or upgrading,null,"99dOh4sBzMQ3QDDNc1su"
null,Recently refurbished.,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-09T00:00:00.000Z,null,null,OVO,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,"Cant lie, its an attraction",null,null,null,"I expect that these technologies are the way of the future. As an early adopter of technologies (as well as for the reasons above), Im keen to try this and support this innovation (in my work I have done many innovations for the UK)",null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cant think of anything you havent already listed!,null,null,null,null,null,62,I wouldnt do it at this time outside of this offer as my existing system is quite new.,OX2,EOH2623,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,System is only a couple of years old.,"As above; I see these technologies as our way forward and if I can help by proving them, thats a great thing to do.",null,AB,null,null,null,null,null,null,null,null,null,null,"As above, I am an innovator and early adopter with a number of firsts to my name over my career.",Owner-Occupied,4,null,"My boiler isnt that old and doesnt need replacing, but the green and other values of this opportunity attracted me.",null,"QddOh4sBzMQ3QDDNc1wu"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-21T00:00:00.000Z,null,null,OVO,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,"a benfit but not the main one, keen to participate in the test",null,null,null,At some stage we have to replace our current system and to do so with a future proof system is the only way to go,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Prefer not to say,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62,null,RG9,EOH0099,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,A consideration as the system will need replacement within the next five years,null,null,AB,null,null,null,null,null,null,null,null,null,null,"yes, keen to understand the technology and by way of the test contribute to the greater understanding",Owner-Occupied,17,null,I would like to review the options and the benefits of this technology in respect of my house before coming to a conclusion,null,"YddOh4sBzMQ3QDDNc1wu"
null,We are part way through a complete retrofit of the downstairs of our house including an extension. The majority of this retrofit was to make the property more energy efficient. We are starting to do the same with the upstairs now.,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-23T00:00:00.000Z,null,null,OVO,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,"We have already spent a lot of money on bringing the property up to modern building standards. We had looked into various options to upgrade our boiler, however we do not have the money to undertake this at present.",null,null,null,We believe that houses need to become more environmentally sustainable to help protect the planet. We have started to do this with our retrofit.,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,It would expand our knowledge of an environmentally sustainable heating method for our home.,null,null,null,null,null,36,We have not got the funds to undertake this.,SO31,EOH2598,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Whilst the boiler is reasonably efficient it is 13 years old and the service engineers have warned that it may need to be replaced soon. Also with the increased insulation it might not be the most efficient for our heating and hot water needs.,"We think that it is very important for research to take place, to be able to develop technology.",null,C1,null,null,null,null,null,null,null,null,null,null,We like the ideas of new technologies to benefit ourselves and demonstrate to others how this would benefit them.,Owner-Occupied,3,null,By using a heat pump system we could reduce or eliminate our green house gases emissions from heating.,null,"bNdOh4sBzMQ3QDDNc1wu"
3,null,,0,No,0,0,0,0,1798.65,4896.99,3376.56,0,1183,0,0,2021-03-02T00:00:00.000Z,29/03/2021,22/03/2021,OVO,null,Working Full time (>30hrs),Professional,5869.5,15,null,1218.32,8685.7,0,0,null,0,2.4,Solid,null,null,null,No,Double,None,4,Daikin,1,ASHP,null,EDHQ016BB6V3-104696,null,null,None,ASHP,R410A,16,6,Electric - Storage,None,6,"50,001+",Pre 1919,Suburban,Semi-Detached,null,House,4,2,3057,50,86.56,109,3.16,20833,8.95,Electricity,No,No,0,0,No,Heat Emitters,None,0,0,9,Reina Group,Retrofitworks,2,0,2,0,running costs and mess,No,No,Yes,null,null,56,null,CT18,EOH1834,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,null,null,Pitched,AB,Yes with additional measures,No,Yes with additional measures,No,null,Water,110,null,Water_New,200,null,Owner-Occupied,6,103.39,null,Cavity_Insulated,"56tOh4sB1ZLwQCcBc3P5"
2,null,,0,No,0,0,0,0,0,6102,3687.85,0,2214,0,0,2021-04-06T00:00:00.000Z,10/05/2021,14/04/2021,OVO,null,Retired,Manager,2250,16,null,687,13693.71,0,0,"Of course, although we were planning to have an ASHP installed anyway and have an application pending with the Green Homes Grant Scheme",0,2.4,Suspended,null,null,null,No,Single,None,4,Mitsubishi,1,ASHP,null,PUZ-WM112VAA,null,null,Low Noise Heat Pump,ASHP,R32,11.2,4,Gas Boiler - Combi,None,4,"50,001+",Pre 1919,Urban,Mid-Terrace,null,Flat,4,0,2904,50,91.16,108,3.56,11647,5.26,Gas,Yes,No,0,0,No,null,None,0,0,0,A Greener Alternative,Retrofitworks,2,0,1,0,null,No,No,Yes,null,null,64,null,BN1,EOH0709,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,null,null,Flat,DE,Yes,No,Yes,Yes,null,None,null,null,Water_New,170,null,Owner-Occupied,32,67,I am looking to replace my current heating system with a low carbon alternative,Solid_No_insulation,"86tOh4sB1ZLwQCcBc3P5"
1,null,,0,No,0,0,0,0,3887.25,2907.89,8530.78,0,1982.51,0,0,2021-06-09T00:00:00.000Z,24/07/2021,14/03/2021,OVO,null,Retired,Pensioner,3887.25,17,null,320.96,15920.96,0,0,null,0,2.38,Suspended,null,null,null,No,Double,None,1,Kensa,1,GSHP,Shared_Groundloop,S6-P0K,null,null,None,GSHP,R134a,3,2,Electric - Storage,Electric - Storage,3,Prefer not to say,1991-2000,Urban,Flat,D,Flat,3,0,1798,null,36,0,null,5377,2.59,Electricity,No,No,0,0,No,Heat Emitters,None,0,0,5,Kensa,Retrofitworks,2,0,1,0,null,Yes,Yes - Borehole,Yes,null,null,88,null,KT18,EOH0576,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,null,null,Pitched,DE,No,Yes with additional measures,No,No,null,Water,100,10.5,PCM_New,null,null,Rented (Social),11,47,null,Cavity_Insulated,"_6tOh4sB1ZLwQCcBc3P5"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-14T00:00:00.000Z,null,14/07/2020,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,1,0,null,null,2.3,Solid,null,null,null,null,Double,null,3,null,null,null,null,null,Practical_SpaceExternal,null,null,None - Installation not recommended,null,null,4,Gas Boiler - Combi,None,9,"40,001 - 50,000",1991 - 1995,Urban,End-Terrace,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Pacifica,2,0,3,0,null,No,No,null,null,null,null,null,NE12,EOH0698,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,null,null,Pitched,AB,null,null,null,null,null,None,null,null,null,null,null,Owner-Occupied,null,89,null,Cavity_Insulated,"WIZOh4sBvqZCst4RZtPN"
2,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-07T00:00:00.000Z,null,15/07/2020,E.ON,900,Working Full time (>30hrs),Professional,null,null,null,null,null,1,1,null,null,2.6,Suspended,null,null,900,null,Double,null,3,null,null,null,null,null,Practical_SpaceExternal,null,null,None - Installation not recommended,null,null,4,Gas Boiler - Combi,None,8,"40,001 - 50,000",before 1900,Urban,End-Terrace,E,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Pacifica,2,0,2,0,null,No,No,null,null,null,31,null,NE6,EOH3043,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,AB,No,No,No,No,null,None,null,null,null,null,null,Owner-Occupied,2,85.5,null,Solid_No_insulation,"WYZOh4sBvqZCst4RZtPN"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-09T00:00:00.000Z,null,22/07/2020,E.ON,523,Working Full time (>30hrs),Professional,null,null,null,null,null,0,0,null,null,2.4,Suspended,null,null,247,null,Double,null,4,null,null,null,null,null,Practical_Noise,null,null,None - Installation not recommended,null,null,5,Gas Boiler - Combi,None,9,"30,001 - 40,000",1930 - 1949,Suburban,Semi-Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,E.ON,2,2,3,0,null,No,Yes - Ground Loop,null,null,null,49,null,NE6,EOH0433,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,AB,No,No,No,No,null,None,null,null,null,null,null,Owner-Occupied,10,103.38,null,Cavity_Insulated,"b4ZOh4sBvqZCst4RZtPN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-14T00:00:00.000Z,null,12/08/2020,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_SpaceInternal,null,30,null,NE3,EOH0147,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,0.9,null,null,null,"uoZOh4sBvqZCst4RZtPN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-31T00:00:00.000Z,null,null,E.ON,null,Retired,Pensioner,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"30,001 - 40,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,76,null,NE3,EOH2777,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,35,null,null,null,"EYZOh4sBvqZCst4RZtTN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-10T00:00:00.000Z,null,09/09/2020,E.ON,null,Working Part time,Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Prefer not to say,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,73,null,NE3,EOH0747,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,30,null,null,null,"H4ZOh4sBvqZCst4RZtTN"
